time,close
1618407000,328.28
1618493400,322.75
1618579800,342
1618839000,333
1618925400,320.82
1619011800,311.92
1619098200,293.45
1619184600,291.6
1619443800,304.54
1619530200,302
1619616600,298.05
1619703000,294.77
1619789400,297.64
1620048600,294.21
1620135000,280.66
1620221400,273
1620307800,256.76
1620394200,263.7
1620653400,293.45
1620739800,303
1620826200,283.61
1620912600,265.1
1620999000,258.37
1621258200,248.24
1621344600,239
1621431000,224.8
1621517400,233.4
1621603800,224.35
1621863000,225.3
1621949400,242.41
1622035800,241.52
1622122200,247.09
1622208600,236.54
1622554200,238.93
1622640600,240.48
1622727000,233.66
1622813400,228.79
1623072600,231.45
1623159000,220.66
1623245400,224.32
1623331800,221.85
1623418200,223.92
1623677400,239.1
1623763800,232.21
1623850200,228.05
1623936600,230.66
1624023000,229.29
1624282200,222.6
1624368600,222.47
1624455000,226.01
1624541400,229.93
1624627800,224.54
1624887000,246.69
1624973400,254.9
1625059800,253.3
1625146200,241.44
1625232600,240.72
1625578200,235.41
1625664600,251.97
1625751000,244.29
1625837400,253.88
1626096600,247.67
1626183000,243.31
1626269400,229.94
1626355800,224.63
1626442200,225.01
1626701400,220.61
1626787800,224.96
1626874200,230.87
1626960600,226.08
1627047000,224.92
1627306200,245.45
1627392600,235.08
1627479000,241.75
1627565400,235.78
1627651800,236.58
1627911000,235.4
1627997400,230.18
1628083800,244.36
1628170200,255.5
1628256600,258.26
1628515800,280.47
1628602200,269.67
1628688600,278.4
1628775000,256.5
1628861400,261.25
1629120600,256.83
1629207000,250.8
1629293400,244.39
1629379800,248.24
1629466200,257.32
1629725400,256
1629811800,259.28
1629898200,256.77
1629984600,248.54
1630071000,259.12
1630330200,262.66
1630416600,259
1630503000,265.9
1630589400,268.18
1630675800,278.44
1631021400,266.81
1631107800,258.2
1631194200,256.42
1631280600,248.32
1631539800,242.84
1631626200,243
1631712600,247.07
1631799000,243.21
1631885400,245.19
1632144600,236.53
1632231000,238.46
1632317400,241.85
1632403800,237.5
1632490200,231.82
1632749400,232.24
1632835800,229.84
1632922200,225.28
1633008600,227.48
1633095000,231.15
1633354200,229.31
1633440600,240.09
1633527000,250.38
1633613400,251.59
1633699800,248.14
1633959000,256.5
1634045400,249.33
1634131800,246.78
1634218200,260
1634304600,280.61
1634563800,293.34
1634650200,305.63
1634736600,314.71
1634823000,300.01
1634909400,300.84
1635168600,325.54
1635255000,319.49
1635341400,311.67
1635427800,319.13
1635514200,319.42
1635773400,330.99
1635859800,336.34
1635946200,344.38
1636032600,344.45
1636119000,337.05
1636381800,353.92
1636468200,357.39
1636554600,328.6
1636641000,336.39
1636727400,342.98
1636986600,345.36
1637073000,342.12
1637159400,346.52
1637245800,323.57
1637332200,332.55
1637591400,315.48
1637677800,317.2
1637764200,312.38
1637937000,303.19
1638196200,319.39
1638282600,315
1638369000,294.5
1638455400,284.71
1638541800,265.65
1638801000,263.24
1638887400,286.42
1638973800,287.48
1639060200,263.91
1639146600,255.76
1639405800,251.37
1639492200,255.86
1639578600,258.3
1639665000,247.17
1639751400,243.35
1640010600,238.05
1640097000,247.69
1640183400,254.55
1640269800,268.15
1640615400,280.27
1640701800,261.33
1640788200,252.6
1640874600,256.79
1640961000,252.37
1641220200,251.05
1641306600,250.15
1641393000,234.23
1641479400,234
1641565800,232.33
1641825000,225.01
1641911400,237.23
1641997800,234.7
1642084200,228.23
1642170600,230.03
1642516200,222
1642602600,219.5
1642689000,221.62
1642775400,191.97
1643034600,191.48
1643121000,185.63
1643207400,178.64
1643293800,170.2
1643380200,177.58
1643639400,190.15
1643725800,197.73
1643812200,187.37
1643898600,181.31
1643985000,194.44
1644244200,205.74
1644330600,208.73
1644417000,214.5
1644503400,204.77
1644589800,194.53
1644849000,195.25
1644935400,208.95
1645021800,207.96
1645108200,191.92
1645194600,189.16
1645540200,176.76
1645626600,172.74
1645713000,179.56
1645799400,176.83
1646058600,190.77
1646145000,196.17
1646231400,194.5
1646317800,178.03
1646404200,165.75
1646663400,161.14
1646749800,161.99
1646836200,178.97
1646922600,172.97
1647009000,160.07
1647264600,153.19
1647351000,155.98
1647437400,172.53
1647523800,177.22
1647610200,185.94
1647869400,176.81
1647955800,186.08
1648042200,183.11
1648128600,190.19
1648215000,186.71
1648474200,201.41
1648560600,204.53
1648647000,196.7
1648733400,189.86
1648819800,186.96
1649079000,191.65
1649165400,177.17
1649251800,166.84
1649338200,166.19
1649424600,160.94
1649683800,153.87
1649770200,149.85
1649856600,154.79
1649943000,147.29
1650288600,145.16
1650375000,151.27
1650461400,147.13
1650547800,137.32
1650634200,131.52
1650893400,135.14
1650979800,127.15
1651066200,122.55
1651152600,122.69
1651239000,112.71
1651498200,121.34
1651584600,123.56
1651671000,130.15
1651757400,114.25
1651843800,103.74
1652103000,83.51
1652189400,72.99
1652275800,53.72
1652362200,58.5
1652448600,67.87
1652707800,61.7
1652794200,70
1652880600,63.03
1652967000,67.42
1653053400,66.15
1653312600,66.1
1653399000,61.36
1653485400,67.17
1653571800,69.87
1653658200,75.32
1654003800,78.1
1654090200,68.63
1654176600,73.82
1654263000,66.69
1654522200,70.67
1654608600,69.57
1654695000,69.2
1654781400,63.76
1654867800,58.71
1655127000,52.01
1655213400,51.58
1655299800,55.01
1655386200,51.05
1655472600,51.22
1655818200,57.49
1655904600,51.91
1655991000,58.88
1656077400,62.71
1656336600,55.96
1656423000,51.18
1656509400,49.75
1656595800,47.02
1656682200,49.04
1657027800,55.41
1657114200,51.71
1657200600,57.46
1657287000,60.29
1657546200,53.88
1657632600,54.24
1657719000,53.1
1657805400,53.42
1657891800,53.79
1658151000,58.67
1658237400,65.83
1658323800,75.27
1658410200,73.98
1658496600,70.82
1658755800,67.07
1658842200,52.93
1658928600,58.83
1659015000,62.25
1659101400,62.96
1659360600,62.7
1659447000,67.23
1659533400,80.81
1659619800,88.9
1659706200,93.05
1659965400,98.02
1660051800,87.68
1660138200,94.14
1660224600,84
1660311000,90.49
1660570200,91.97
1660656600,90.39
1660743000,85.44
1660829400,83.47
1660915800,74.06
1661175000,71.47
1661261400,71.18
1661347800,71.48
1661434200,71.37
1661520600,66.74
1661779800,66.34
1661866200,67.03
1661952600,66.8
1662039000,65.53
1662125400,65.26
1662471000,62.78
1662557400,68.25
1662643800,73.08
1662730200,80.87
1662989400,82.55
1663075800,75.25
1663162200,78.7
1663248600,77.23
1663335000,74
1663594200,69.93
1663680600,67.94
1663767000,67.64
1663853400,62.94
1663939800,61.88
1664199000,62.28
1664285400,63.05
1664371800,67.31
1664458200,61.94
1664544600,64.49
1664803800,65.95
1664890200,74.5
