time,close
1500768000,551.107
1500854400,441.318
1500940800,401.386
1501027200,368.206
1501113600,412.675
1501200000,407.295
1501286400,384.973
1501372800,340.498
1501459200,300.26
1501545600,379.423
1501632000,457.372
1501718400,397.858
1501804800,250.464
1501891200,210.982
1501977600,218.958
1502064000,325.223
1502150400,355.39
1502236800,303.975
1502323200,278.342
1502409600,329.813
1502496000,316.715
1502582400,299.886
1502668800,299.085
1502755200,300.208
1502841600,300.723
1502928000,450.717
1503014400,695.341
1503100800,733.379
1503187200,727.079
1503273600,600.136
1503360000,697.802
1503446400,669.858
1503532800,629.286
1503619200,641.555
1503705600,626.583
1503792000,624.122
1503878400,596.38
1503964800,568.039
1504051200,573.917
1504137600,588.566
1504224000,625.358
1504310400,572.594
1504396800,600.82
1504483200,522.549
1504569600,550.946
1504656000,639.952
1504742400,653.421
1504828800,590.351
1504915200,551.527
1505001600,537.756
1505088000,539.732
1505174400,509.345
1505260800,513.652
1505347200,376.471
1505433600,424.595
1505520000,444.981
1505606400,420.634
1505692800,477.647
1505779200,540.443
1505865600,479.307
1505952000,416.688
1506038400,418.074
1506124800,427.596
1506211200,423.343
1506297600,445.394
1506384000,444.756
1506470400,458.067
1506556800,449.065
1506643200,437.165
1506729600,433.056
1506816000,418.627
1506902400,417.6
1506988800,404.075
1507075200,358.888
1507161600,356.014
1507248000,365.313
1507334400,361.665
1507420800,339.68
1507507200,316.55
1507593600,324.474
1507680000,315.066
1507766400,319.515
1507852800,321.81
1507939200,323.027
1508025600,314.909
1508112000,314.079
1508198400,379.991
1508284800,339.977
1508371200,331.846
1508457600,329.628
1508544000,324.802
1508630400,336.875
1508716800,317.152
1508803200,328.945
1508889600,332.877
1508976000,338.394
1509062400,372.08
1509148800,425.118
1509235200,448.754
1509321600,447.857
1509408000,440.865
1509494400,538.264
1509580800,599.502
1509667200,649.656
1509753600,622.638
1509840000,630.469
1509926400,613.478
1510012800,617.178
1510099200,623.282
1510185600,660.183
1510272000,1034.77
1510358400,1372.89
1510444800,1535.71
1510531200,1373.88
1510617600,1291.34
1510704000,1233.35
1510790400,901.068
1510876800,1170.9
1510963200,1256.91
1511049600,1178.27
1511136000,1228.76
1511222400,1181.25
1511308800,1309.75
1511395200,1641
1511481600,1662.4
1511568000,1584.8
1511654400,1751.68
1511740800,1641.41
1511827200,1553.07
1511913600,1354.71
1512000000,1406.31
1512086400,1455.85
1512172800,1439.91
1512259200,1551.98
1512345600,1565.61
1512432000,1512.33
1512518400,1421.51
1512604800,1326.57
1512691200,1466.44
1512777600,1425.34
1512864000,1315.67
1512950400,1426.7
1513036800,1604.6
1513123200,1615.38
1513209600,1975.69
1513296000,1794.91
1513382400,1795.2
1513468800,1855.92
1513555200,2190.79
1513641600,2918.93
1513728000,3745.89
1513814400,3162.53
1513900800,2719.99
1513987200,3160
1514073600,2919.01
1514160000,2835.99
1514246400,2928.04
1514332800,2719.69
1514419200,2493.19
1514505600,2658.51
1514592000,2261
1514678400,2366.9
1514764800,2326.86
1514851200,2558.58
1514937600,2548.65
1515024000,2362.74
1515110400,2398
1515196800,2524.72
1515283200,2523.1
1515369600,2409.29
1515456000,2375.99
1515542400,2859.97
1515628800,2433.8
1515715200,2599
1515801600,2654.95
1515888000,2544.87
1515974400,2400.06
1516060800,1890.01
1516147200,1755.98
1516233600,1730.67
1516320000,1758.69
1516406400,2030.22
1516492800,1770
1516579200,1609.34
1516665600,1615.75
1516752000,1644.5
1516838400,1628.39
1516924800,1592.14
1517011200,1613.41
1517097600,1719.99
1517184000,1636.38
1517270400,1446
1517356800,1472.74
1517443200,1254.86
1517529600,1181
1517616000,1269.71
1517702400,1156.16
1517788800,880
1517875200,968.01
1517961600,955
1518048000,1278
1518134400,1299.83
1518220800,1239.7
1518307200,1210
1518393600,1279.39
1518480000,1219.82
1518566400,1355
1518652800,1358.72
1518739200,1533
1518825600,1546.35
1518912000,1452.97
1518998400,1523.14
1519084800,1386.99
1519171200,1284.73
1519257600,1210
1519344000,1252.01
1519430400,1178
1519516800,1173.02
1519603200,1245.62
1519689600,1230.01
1519776000,1195.94
1519862400,1283.33
1519948800,1275.12
1520035200,1269.24
1520121600,1280.01
1520208000,1263
1520294400,1206.22
1520380800,1095.3
1520467200,1031.4
1520553600,1067.18
1520640000,1003.01
1520726400,1138.05
1520812800,1049.32
1520899200,1052.69
1520985600,947
1521072000,935.37
1521158400,970.51
1521244800,947.35
1521331200,931.99
1521417600,992.14
1521504000,1061.66
1521590400,1028.4
1521676800,1012.3
1521763200,1025
1521849600,971.51
1521936000,971.38
1522022400,914
1522108800,873.92
1522195200,859.08
1522281600,709.9
1522368000,696.6
1522454400,683.01
1522540800,641.54
1522627200,663.65
1522713600,708.7
1522800000,648.69
1522886400,641.35
1522972800,608.74
1523059200,639.4
1523145600,651.5
1523232000,637.2
1523318400,650
1523404800,667.87
1523491200,737.94
1523577600,741.25
1523664000,737.17
1523750400,779.86
1523836800,767.42
1523923200,757.21
1524009600,894.95
1524096000,966
1524182400,1125.07
1524268800,1153.58
1524355200,1201.47
1524441600,1439.27
1524528000,1409.29
1524614400,1292.01
1524700800,1423.31
1524787200,1331.46
1524873600,1388.97
1524960000,1438.37
1525046400,1350.49
1525132800,1352.01
1525219200,1451.99
1525305600,1499
1525392000,1508.09
1525478400,1748.89
1525564800,1748.8
1525651200,1648.96
1525737600,1596.21
1525824000,1626.91
1525910400,1517.36
1525996800,1365
1526083200,1459.99
1526169600,1481.47
1526256000,1414.01
1526342400,1341.62
1526428800,1280.58
1526515200,1194.93
1526601600,1204.25
1526688000,1177.39
1526774400,1289.76
1526860800,1229.87
1526947200,1134.14
1527033600,997.01
1527120000,1075.64
1527206400,1013
1527292800,1005.09
1527379200,995.51
1527465600,883
1527552000,988.42
1527638400,982.45
1527724800,995
1527811200,1001.38
1527897600,1083.98
1527984000,1167.5
1528070400,1097.41
1528156800,1147.99
1528243200,1127.25
1528329600,1143.5
1528416000,1115.22
1528502400,1084.99
1528588800,940
1528675200,956.14
1528761600,871
1528848000,842.99
1528934400,897.02
1529020800,842.84
1529107200,850.1
1529193600,846.71
1529280000,883.64
1529366400,907.5
1529452800,890.88
1529539200,871.43
1529625600,752.2
1529712000,763
1529798400,746.8
1529884800,755.39
1529971200,694.69
1530057600,713.05
1530144000,659.65
1530230400,716.4
1530316800,748.15
1530403200,735.74
1530489600,780.99
1530576000,756.17
1530662400,763.64
1530748800,742.83
1530835200,731.04
1530921600,768.99
1531008000,748.99
1531094400,730
1531180800,687.33
1531267200,707.51
1531353600,687.99
1531440000,694.7
1531526400,700.59
