time,close
917015400,0.0410169
917274600,0.0453127
917361000,0.0417971
917447400,0.0416669
917533800,0.0415367
917620200,0.0395835
917879400,0.0403648
917965800,0.0372398
918052200,0.038021
918138600,0.0401044
918225000,0.0412762
918484200,0.0398439
918570600,0.0382814
918657000,0.0378908
918743400,0.041146
918829800,0.0434898
919175400,0.0437502
919261800,0.0414065
919348200,0.0420575
919434600,0.0434898
919693800,0.0437502
919780200,0.0458336
919866600,0.0494794
919953000,0.0479169
920039400,0.0457034
920298600,0.0459638
920385000,0.0455731
920471400,0.0424481
920557800,0.0415367
920644200,0.0438804
920903400,0.0445315
920989800,0.0459638
921076200,0.0451825
921162600,0.0432294
921249000,0.0424481
921508200,0.0442711
921594600,0.0428388
921681000,0.0430992
921767400,0.04362
921853800,0.0437502
922113000,0.0424481
922199400,0.0398439
922285800,0.0395835
922372200,0.0401044
922458600,0.04362
922717800,0.0449221
922804200,0.041146
922890600,0.0440106
922977000,0.0427085
923319000,0.0414065
923405400,0.0403648
923491800,0.0437502
923578200,0.0445315
923664600,0.0437502
923923800,0.0419273
924010200,0.0402346
924096600,0.0390627
924183000,0.0401044
924269400,0.0414065
924528600,0.0395835
924615000,0.0388023
924701400,0.0394533
924787800,0.0377606
924874200,0.0359377
925133400,0.0341148
925219800,0.0377606
925306200,0.0375002
925392600,0.0375002
925479000,0.038021
925738200,0.0382814
925824600,0.0361981
925911000,0.0369794
925997400,0.0362632
926083800,0.0364585
926343000,0.0364585
926429400,0.0384117
926515800,0.0395835
926602200,0.0395835
926688600,0.0375002
926947800,0.0393231
927034200,0.041146
927120600,0.0393231
927207000,0.0361981
927293400,0.0354168
927552600,0.0352866
927639000,0.0355471
927725400,0.0354168
927811800,0.0351564
927898200,0.0355471
928243800,0.0356773
928330200,0.0343752
928416600,0.0352866
928503000,0.0355471
928762200,0.0359377
928848600,0.0368491
928935000,0.0375002
929021400,0.0376304
929107800,0.0368491
929367000,0.0354168
929453400,0.0354168
929539800,0.0364585
929626200,0.0354168
929712600,0.0341148
929971800,0.0359377
930058200,0.0352866
930144600,0.0359377
930231000,0.0351564
930317400,0.0356773
930576600,0.0361981
930663000,0.0365887
930749400,0.0398439
930835800,0.0377606
930922200,0.040495
931267800,0.0406252
931354200,0.0398439
931440600,0.0407554
931527000,0.044206
931786200,0.0462242
931872600,0.0463544
931959000,0.0445315
932045400,0.0447919
932131800,0.0457034
932391000,0.0445315
932477400,0.0437502
932563800,0.0424481
932650200,0.040495
932736600,0.040495
932995800,0.0406252
933082200,0.0407554
933168600,0.0414065
933255000,0.0417971
933341400,0.0419273
933600600,0.0423179
933687000,0.0412762
933773400,0.0412762
933859800,0.0419273
933946200,0.0419273
934205400,0.0419273
934291800,0.0427085
934378200,0.0455731
934464600,0.0477867
934551000,0.0472659
934810200,0.0454429
934896600,0.0455731
934983000,0.0466148
935069400,0.0565107
935155800,0.0559899
935415000,0.0526044
935501400,0.052344
935587800,0.0520836
935674200,0.0513023
935760600,0.0541669
936019800,0.0539716
936106200,0.058594
936192600,0.0558597
936279000,0.0552086
936365400,0.0555992
936711000,0.0553388
936797400,0.0552086
936883800,0.0544274
936970200,0.0552086
937229400,0.0533857
937315800,0.0518232
937402200,0.0522138
937488600,0.0509117
937575000,0.0507815
937834200,0.0489586
937920600,0.0442711
938007000,0.0453127
938093400,0.0415367
938179800,0.0377606
938439000,0.0401044
938525400,0.0437502
938611800,0.0402346
938698200,0.0401044
938784600,0.0398439
939043800,0.0406252
939130200,0.0445315
939216600,0.04987
939303000,0.0466148
939389400,0.0489586
939648600,0.0476565
939735000,0.0470054
939821400,0.0457034
939907800,0.0447919
939994200,0.0445315
940253400,0.0421877
940339800,0.040495
940426200,0.0419273
940512600,0.0438804
940599000,0.0449221
940858200,0.0427085
940944600,0.0468752
941031000,0.0447919
941117400,0.0427085
941203800,0.046094
941466600,0.0489586
941553000,0.0520836
941639400,0.0571617
941725800,0.0608076
941812200,0.0588545
942071400,0.0605472
942157800,0.0596357
942244200,0.0591149
942330600,0.0632816
942417000,0.066667
942676200,0.0653649
942762600,0.0716149
942849000,0.0743493
942935400,0.0746097
943021800,0.0893234
943281000,0.0891932
943367400,0.0828129
943453800,0.0802087
943626600,0.0796879
943885800,0.0768233
943972200,0.0721358
944058600,0.0757816
944145000,0.0813806
944231400,0.0794275
944490600,0.081641
944577000,0.0789066
944663400,0.0824223
944749800,0.0799483
944836200,0.0790369
945095400,0.0787764
945181800,0.0774743
945268200,0.0750004
945354600,0.0744795
945441000,0.0783858
945700200,0.0848963
945786600,0.0885421
945873000,0.0906255
945959400,0.0966151
946305000,0.0929692
946391400,0.0927088
946477800,0.0958338
946564200,0.0966151
946650600,0.0977869
946909800,0.0975265
946996200,0.0949223
947082600,0.0917973
947169000,0.0858077
947255400,0.08724
947514600,0.0901046
947601000,0.0864588
947687400,0.0842452
947773800,0.0877609
947860200,0.0915369
948205800,0.0954432
948292200,0.0945317
948378600,0.0942713
948465000,0.0932296
948724200,0.0890629
948810600,0.0882817
948897000,0.0846358
948983400,0.0802087
949069800,0.077865
949329000,0.0772139
949415400,0.0790369
949501800,0.0812504
949588200,0.0825525
949674600,0.0845056
949933800,0.0792973
950020200,0.0830733
950106600,0.0851567
950193000,0.1026047
950279400,0.1041672
950538600,0.1208339
950625000,0.1161464
950711400,0.121485
950797800,0.1257819
950884200,0.1403653
951229800,0.136459
951316200,0.1372403
951402600,0.1359382
951489000,0.1274746
951748200,0.1265631
951834600,0.133334
951921000,0.1294277
952007400,0.1207037
952093800,0.1226569
952353000,0.1218756
952439400,0.1735686
952525800,0.1750009
952612200,0.2089529
952698600,0.2458346
952957800,0.3109391
953044200,0.2294282
953130600,0.2200532
953217000,0.1961924
953303400,0.208074
953562600,0.2079437
953649000,0.1976572
953735400,0.1990895
953821800,0.2026052
953908200,0.1941416
954167400,0.1813811
954253800,0.1678394
954340200,0.1567716
954426600,0.1558602
954513000,0.17601
954768600,0.1622404
954855000,0.1562508
954941400,0.1910166
955027800,0.1998708
955114200,0.2136729
955373400,0.1947926
955459800,0.183204
955546200,0.1641935
955632600,0.1571622
955719000,0.1433275
955978200,0.1506518
956064600,0.1773446
956151000,0.1688811
956237400,0.1679696
956583000,0.1596362
956669400,0.1770842
956755800,0.1752613
956842200,0.1895843
956928600,0.185678
957187800,0.1916676
957274200,0.1842457
957360600,0.1812509
957447000,0.1834645
957533400,0.191928
957792600,0.1848968
957879000,0.1822926
957965400,0.1643237
958051800,0.171355
958138200,0.1661467
958397400,0.1776051
958483800,0.1958343
958570200,0.2302095
958656600,0.2145844
958743000,0.2127615
959002200,0.2265636
959088600,0.2247407
959175000,0.2218761
959261400,0.2187511
959347800,0.2198579
959693400,0.2289074
959779800,0.2377616
959866200,0.2444023
959952600,0.2740899
960211800,0.2799819
960298200,0.266017
960384600,0.2541679
960471000,0.2561211
960557400,0.2634128
960816600,0.2563815
960903000,0.2644544
960989400,0.264194
961075800,0.2710951
961162200,0.3119807
961421400,0.3315121
961507800,0.327085
961594200,0.3602883
961680600,0.3406267
961767000,0.3084651
962026200,0.3457049
962112600,0.2968765
962199000,0.2854181
962285400,0.2442721
962371800,0.2648451
962631000,0.2546888
962803800,0.2273449
962890200,0.241147
962976600,0.2424491
963235800,0.2549492
963322200,0.2755222
963408600,0.2833348
963495000,0.3098974
963581400,0.3075536
963840600,0.3041682
